node_id,degree,neighbours
189,19,15074 216 349 30106 12124 17149 30561 30837 31118 31238 31275 31510 36639 41044 46726 46737 48763 48779 48821
190,28,2454 2398 13977 9259 5638 8729 388 27263 297 13621 17909 19359 24665 13485 13878 14390 13077 16845 27955 31365 36651 36713 36830 38487 41564 48571 49516 49567
191,26,2525 281 266 1977 726 2191 73 352 77 9059 8858 331 9392 11155 13533 16852 22771 24741 33855 36849 37099 43682 46755 47187 47623 47806
192,26,28828 8383 7913 13511 6931 5976 9226 917 35468 3052 35882 24250 5190 6212 32210 10998 174 27362 27971 4059 36025 36640 39328 40907 42157 49111
193,24,1638 15932 28362 9175 4520 2410 35353 28272 28037 35569 24016 36313 34079 10618 37003 55 37210 37692 39885 44027 45981 46325 47224 48176
194,17,43646 1297 37720 47183 15932 40616 39617 14116 93 259 375 13919 43516 27808 13613 1214 49415
195,27,15296 2606 25548 35066 25297 21797 7435 270 21734 16059 9925 358 25987 16623 20389 12246 20319 21204 33025 164 38179 39611 39616 40909 42511 44454 49730
196,23,15322 790 8230 15984 33088 12428 27538 28358 25455 17195 9610 32933 17180 14980 9842 28809 21556 35640 41843 43080 43684 47183 49262
197,27,1036 2590 1931 33323 21248 84 3895 7425 14432 11924 13655 21681 14868 28246 14895 23002 31872 7547 35577 36145 37809 38283 38748 46437 47559 48292 49728
198,31,78 4310 9414 38054 24929 33326 17056 12425 39329 261 100 279 7271 3910 36999 10368 4008 10343 8022 10387 40013 40825 41359 45446 45526 45631 46192 46219 49042 49399 49606
199,28,5091 17969 6465 20043 22860 19296 8182 9111 8283 13575 15075 16060 19623 83 8872 13589 17147 15261 23302 27499 29811 30432 37901 40420 41280 41707 48233 49609
200,25,1309 12846 23234 9695 4540 1045 16772 4939 3199 17622 24259 607 25548 17225 17649 14993 14653 22294 24488 29302 31821 33720 35104 45941 47785
201,19,203 9195 3817 44181 18460 14370 3752 4497 14565 33948 63 42368 35975 2354 13975 24285 39348 44237 49862
202,32,1000 4422 973 1374 2492 5582 7194 1734 140 2769 5089 7559 7560 7739 8740 8862 9503 9533 13194 13261 13319 16351 18464 19823 21827 25064 35442 35948 42013 48773 49514 49695
203,25,201 751 435 15423 14275 3218 15385 7279 4790 2533 9065 19912 5525 20993 23407 23462 23591 24693 25274 26951 28206 28218 34275 35797 40911
204,25,1206 3502 804 2007 13443 1591 18628 19570 13669 20709 10647 4178 11988 20405 26960 27914 28563 31323 32799 33686 34025 35369 38732 38992 41802
205,24,79 16258 8938 1975 7392 117 335 2442 7856 14954 10340 9321 15198 10314 2994 18451 21052 21511 22694 22763 24433 29105 36684 41952
206,22,14203 27530 3320 30377 28555 9089 14883 12190 30142 299 19348 8856 19569 262 30778 33526 37697 41210 42093 43803 47841 48406
207,26,6506 10467 9088 12191 2083 131 10653 12170 13550 9117 14808 17904 19360 19644 27502 29839 31779 32503 33161 38337 40392 41011 42158 43081 47422 49416
208,17,1668 43758 164 36816 4059 28380 13946 7854 13508 21729 9512 362 6743 45781 46724 46725 49519
209,21,20086 19910 15606 38225 39582 36754 1811 42472 15373 32096 34017 21758 6138 31602 37409 454 38990 22906 1216 43732 44472
210,26,1485 1812 16145 22296 8337 24765 8339 12391 4720 25695 4648 18646 22905 164 5661 1217 1866 30258 31590 32900 34016 39574 39616 43529 43557 43663
211,22,1474 313 10974 13779 373 7608 335 6994 234 13905 14444 14969 27756 27796 33401 39255 40922 41310 43898 44250 46569 48404
212,29,17941 13948 12430 2527 6871 15848 18188 3334 18359 18672 19080 21322 21709 22618 23189 23272 23905 25446 28688 29341 35111 35770 36405 38290 40601 40822 43393 45694 49379
213,21,64 16948 4062 241 10389 10234 27972 29617 30138 30149 30151 30507 30840 30846 31090 31204 37115 39204 46475 46493 46558
214,25,55 2067 5396 2620 13590 11144 9095 13739 14409 14579 15074 18774 19993 21624 22532 28462 30146 30508 30607 30887 36692 37994 39742 39932 46035
215,16,788 20610 8695 28284 30841 30842 120 13325 31064 287 31509 31740 36639 46762 47594 48670
216,31,70 101 106 189 121 316 352 366 434 1130 3566 4230 6776 8172 8687 8989 9462 13784 14309 14329 20611 30615 30842 30926 31042 31043 31065 31075 31739 39743 44255
217,26,1415 1932 18881 3 1127 3054 3882 1845 9238 19344 11709 15738 3783 1224 1416 13167 12151 19907 20069 20454 22701 24135 24423 28558 29458 49012
218,27,420 281 580 682 746 622 464 837 845 847 936 939 965 1184 1413 1447 2125 3597 4024 4629 5090 6131 9726 12132 13814 17526 28837
219,32,8700 19533 3170 9328 11674 18935 6327 17773 27253 267 30132 27498 8279 22842 19385 16171 28985 25265 17911 30412 30583 32800 36965 38388 39779 40152 46045 47564 48417 48432 48569 49641
220,29,153 1958 22342 21982 14768 24575 16172 9089 12242 27555 16013 271 9100 20390 179 27733 27741 27778 27801 27823 27830 29229 30411 30584 37206 38336 40153 41167 45970
221,15,2367 1805 30585 4974 6224 28647 16051 16030 20358 31093 31250 33303 38748 44796 49830
222,16,8359 1920 11172 7475 28646 21193 35008 19212 15067 1709 3543 31244 35668 40854 43905 49738
223,18,20911 14545 15104 45139 35815 5026 14664 9593 44219 33111 35402 28337 34776 21950 34797 12760 45459 49383
224,23,3611 1416 1064 4230 95 6847 255 4501 240 9460 9524 11698 13226 13227 17910 21707 22227 30006 32929 37139 37816 43160 49773
225,18,832 4732 1656 19318 35945 5443 31103 8885 18516 15460 9066 11864 37758 41897 42787 44008 46133 49383
226,20,30313 44027 14766 35152 114 16362 9419 79 43085 9088 485 21411 12341 36665 8274 28450 17025 13881 41167 46725
227,18,24179 7216 8576 13733 146 201 11844 23532 23617 13126 31080 31103 36493 36678 37862 41052 42938 47319
228,22,23596 6470 27813 41059 16917 47686 2637 13975 10187 31489 16506 40427 35229 2675 2144 4497 44252 41281 70 48320 46710 45402
229,20,32264 3706 3041 17857 21312 15000 318 20002 285 14673 34379 26615 36953 37827 38067 38429 38925 39739 40433 41009
230,22,1452 6836 4779 5545 5625 8895 3952 9500 309 9096 323 18491 18706 19557 19994 26815 30392 31227 36900 41348 41355 48398
231,26,4400 4189 7564 19604 15092 37141 21300 6531 12246 22419 32872 7392 37733 38544 14434 33413 19342 22241 19220 39205 39255 39478 40139 40921 46502 46731
232,20,344 1985 226 179 7429 27733 11750 7231 6743 28990 29270 29839 30175 30411 36782 36928 37007 37206 44250 46570
233,28,62 206 170 219 137 208 232 211 234 241 263 329 371 2401 4033 6467 7232 7412 7516 7561 12368 12369 27729 27739 27749 30271 39037 46721
234,19,3126 3636 131 237 3275 3323 5518 7056 238 7410 3276 211 12369 8410 13508 20605 38544 48402 48598
235,31,187 20074 678 276 2265 7532 219 19232 17154 14167 307 13331 21549 27753 27777 27786 27812 29118 30083 30132 30335 30958 31791 35565 36942 39223 39737 43895 45277 46099 46571
236,17,20384 14165 169 353 25147 24664 27972 13176 9476 13570 298 19593 11950 32829 37042 37823 46376
237,16,1716 30682 23732 262 1870 6627 314 6608 20603 162 33284 33422 46514 46563 46728 46729
238,23,7598 115 14333 27755 360 231 17473 5442 161 12033 27801 8946 6609 234 30328 30648 30688 33409 46335 46491 46729 48700 49254
239,27,235 2397 88 5084 4056 265 9160 7542 10394 157 9406 121 99 12964 13326 14923 19593 21306 21814 29423 30658 31090 33004 37042 38080 41047 46628
240,20,21054 22493 30151 25983 224 12515 14501 365 241 19564 261 17149 30495 31025 31064 37975 41046 44254 46740 49857
241,17,229 7531 4020 106 240 13489 7454 13874 14122 20599 20601 21814 28990 30411 31737 31744 46475
242,27,5542 22860 18480 12258 5625 17160 19978 152 14578 23156 9406 120 14310 13326 350 365 23157 25275 28132 28702 30495 30560 31076 39915 40318 42515 46506
243,18,38 7944 79 23843 14913 27743 12223 36647 20603 252 170 39228 41233 46483 46618 46749 46765 47564
244,23,7945 179 14315 251 14172 15051 17284 20375 23996 24637 27811 28325 28708 29101 30220 30536 31881 31993 32971 39483 42531 45909 49000
245,20,4100 186 30211 30509 6825 8515 13604 1025 12621 5229 112 673 21844 31365 31796 33045 37277 37817 41022 48915
246,22,1643 9559 2325 1300 19613 9436 7607 12667 19746 16539 331 22871 28583 30846 30888 35329 39045 46654 47320 49667 49812 49826
247,32,3035 2509 1366 4594 2649 302 14791 7292 7131 11909 365 15745 16287 16822 18775 20029 20053 21178 22281 26727 28142 31201 33145 34428 35060 35712 37049 41661 43201 44063 46376 49539
248,28,72 1586 5319 516 1207 8086 1473 6845 379 4897 8626 9467 9528 9982 14851 15441 15625 15732 15751 19377 19695 29336 33744 34892 38439 45867 47184 47388
249,28,2429 3075 5004 4917 129 251 7724 4542 5598 8123 4790 4613 9864 9941 12243 13445 15071 15183 17395 18200 18895 19332 22251 28745 29337 29444 42395 46156
250,20,16584 39856 38390 28387 21779 35465 8842 19083 183 9987 17160 40456 20553 37556 39118 7509 40973 45662 39934 49472
251,30,1238 4420 249 13893 25768 9428 27533 32659 244 33212 360 23966 5684 163 21640 15087 1517 15471 1215 25222 5634 14411 348 6602 39205 39583 39747 40139 45632 49000
252,31,1415 13892 167 10249 13542 13910 1473 14198 9467 243 162 15516 17381 18438 19127 27826 31908 36622 38592 39076 39472 39571 39575 39746 40316 43523 45849 45867 45908 46757 48107
253,32,2002 312 6761 365 264 350 6777 6814 6855 6978 7142 8654 9125 9489 13295 13489 13784 13898 14232 16837 20601 21815 24905 27265 28989 31065 31745 36941 37738 46506 46512 46736
254,26,8541 272 21889 3053 34196 19742 28370 25827 4324 24549 14130 16791 20685 23237 32426 4741 14669 8965 25293 33178 36769 39718 39839 45477 48757 48959
255,20,26144 30270 11574 3133 20446 40058 35450 22493 28898 45631 25593 35845 22097 25977 46292 42211 8374 6444 2158 49725
256,13,3294 13148 36036 1859 2605 38583 29140 5673 36577 14658 47156 45738 5607
257,18,16221 7839 13217 3479 2320 11946 43915 12492 16660 6503 23062 12433 44086 5786 36712 7460 7686 45585
258,15,16344 1124 214 37852 12399 8487 16845 8699 39099 6995 9746 13325 40790 47597 49169
259,31,4525 7140 7934 1931 13165 4717 14418 194 357 14545 15332 16024 19771 20136 20292 20357 20404 22475 22930 23285 27134 27501 29425 30695 32899 34173 34213 34687 35796 42512 46707
260,21,16750 21859 705 8734 9925 9104 90 27502 184 27815 29686 36092 36601 37525 37721 38169 38551 39228 42915 45199 47855
261,11,20018 169 198 344 102 6777 9500 31351 240 36618 10392
262,14,33756 36752 2059 7588 36666 13607 15411 206 39171 39086 29281 10370 46568 48702
263,24,765 378 1466 2994 7581 307 3243 1531 267 9732 233 5477 10371 10388 10970 12368 13550 14200 16285 21511 29099 36791 41166 48514
264,31,0 206 150 163 166 124 102 151 253 188 272 287 330 346 352 364 863 2035 2495 4067 6753 7145 9549 9570 11574 15068 28866 30226 39745 41045 44375
265,23,4709 2844 10065 6513 15392 13777 189 9489 239 363 20001 20828 21245 27791 27792 31076 31151 31461 36527 39533 39744 40040 41044
266,27,2885 28227 28568 9541 37490 186 20057 21752 30180 21734 14697 16957 29060 7934 34307 10537 783 35315 45199 20562 4302 25364 3170 12075 4376 36601 37399
267,25,23425 8348 340 10287 122 22221 14484 358 28037 36890 20608 29038 31837 22763 263 9416 36956 38745 41239 44454 46195 46252 46254 46551 49730
268,15,134 13155 32799 41750 19535 20362 13396 28963 29489 40124 36944 36617 37046 48774 49773
269,27,1516 34652 14147 28743 22842 14113 30272 161 288 19917 17862 270 32870 12688 19569 14233 20383 35618 14412 36621 37051 37122 39171 40313 41354 45855 48794
270,24,3244 5474 248 24036 5465 195 29610 9404 13606 8831 1233 5635 6601 10065 269 25265 32503 7951 307 20374 37060 39917 43492 46739
271,17,1234 3223 9985 21581 20525 305 7950 20375 27743 308 27747 30532 31377 36622 39726 39732 40113
272,22,15214 9235 20887 15695 11832 725 4303 12095 20547 30317 27763 7219 14148 5217 32005 17095 14187 36637 39722 43908 44388 48642
273,31,271 88 175 4284 5625 4062 9436 6839 2138 7292 9059 6852 4066 9492 10343 10389 12271 14238 15726 17732 17822 17950 21932 26922 30939 36902 37041 37128 39091 40969 48692
274,32,272 23956 184 5118 454 5009 24298 31123 18281 8158 93 29120 24638 27555 117 27561 8725 14201 14970 31342 31360 31376 36913 37391 39839 39924 42170 45867 46783 49128 49170 49288
275,26,36545 15458 31114 16375 94 40022 24737 39141 22312 28248 22013 18475 24069 5175 8380 3833 34860 33454 31707 33055 4800 40412 40706 40875 40970 43596
276,29,4019 1033 17633 4761 14388 12325 6813 20525 34795 2347 29448 29454 28559 29355 21202 12046 37687 33088 35053 15958 36452 27606 14839 17195 24372 27276 39173 46431 48106
277,17,71 9787 1139 18761 8883 199 5881 13326 74 332 21270 21633 23985 29758 39758 40413 46376
278,30,800 3322 12742 5880 9437 8863 372 12964 73 9423 285 121 7145 331 183 13625 13671 15055 15262 19966 22771 23742 25602 30226 35329 36832 37131 39388 46492 47810
279,23,19428 4335 6998 3706 8870 2089 17377 11709 12731 14804 36442 198 18376 10088 20029 38359 38938 39711 39766 41355 44386 45380 49719
280,13,7911 9267 4106 23248 15846 16078 21943 23040 8270 15946 15180 48448 48832
281,20,12477 4180 5171 30593 42243 6913 18322 40209 35628 13533 8931 20047 28657 29653 28857 8849 41864 47230 48334 48501
282,21,22968 25046 13841 19363 653 20909 33666 17233 34566 20476 34276 40911 14919 32760 37781 12263 11864 44865 45118 45627 46636
283,29,1168 410 980 4138 1362 1656 1963 3574 4535 1791 820 2215 284 5952 6551 7106 7481 8332 9621 10803 11159 12401 18280 33185 35711 39011 40165 44064 47427
284,30,3200 979 2927 1139 13907 16060 2171 4190 3464 2423 12606 12572 1359 16301 283 18204 18464 18891 18952 19160 19807 23460 25004 28535 30375 33904 35442 43475 44445 47501
285,27,8842 8183 6790 11524 15971 278 6307 229 290 6776 14973 11157 16506 20611 21198 21862 23572 30153 30866 31874 36902 38065 39419 39933 48818 49125 49513
286,27,2483 3598 522 84 680 5202 5939 1568 140 1597 8893 9224 12547 13566 14557 15735 17535 21188 22107 25545 27055 29488 30044 34360 34423 38962 44500
287,24,378 272 30944 15842 23071 20002 7281 1526 264 16845 18674 6995 102 5095 215 31000 37129 39078 40136 43908 44258 46462 46519 48444
288,29,265 18943 3962 4177 14574 18026 5297 130 11995 4974 21921 20465 15332 357 9490 20292 345 9485 14879 12511 25166 29902 31322 31376 33160 39970 40152 40471 40489
289,24,6623 5535 5681 5506 24792 12521 15000 22975 5002 3444 18005 17630 30753 31110 31459 31934 33082 34460 34941 35180 36364 38829 40103 48802
290,19,6761 13874 70 28281 2325 13860 8654 4020 30153 30101 151 325 31509 36919 38995 48694 48914 48977 49648
291,31,4291 20789 5395 6470 336 13742 5453 169 9161 13081 17800 13178 22227 23963 24956 25390 26429 30147 30788 31035 31119 34572 35118 36618 37816 39615 44013 44025 44422 46093 46492
292,25,11918 246 342 6474 5819 190 15012 7278 6631 316 16845 20594 21543 25983 30466 30893 31540 32928 36996 46505 46726 48467 48568 49399 49857
293,21,14147 206 23733 22250 13938 14237 361 1448 19588 7312 327 27796 30411 30648 36615 36991 37206 40942 41167 42144 46725
294,32,585 95 544 5093 2639 193 4050 1807 295 4045 185 156 207 1985 5477 5441 6737 7231 7429 7487 8295 9484 9742 10371 13977 14200 17879 29732 42143 43882 44077 46569
295,28,9339 134 7943 9032 4391 12699 93 12418 359 9117 13628 15027 15607 15932 18259 20345 24276 25323 25378 28145 31824 31882 38169 39228 46365 48208 49194 49436
296,29,1410 5319 4527 166 155 132 7810 17577 4392 15387 4681 16470 177 13938 9118 18516 23556 24855 25369 28090 32870 35468 35531 35618 43868 44212 48515 49143 49368
297,24,7671 752 24364 33910 272 34407 12184 26871 12742 17040 27067 2373 14501 29633 190 38736 14506 24899 12127 39510 42329 43206 44396 46493
298,23,5637 2902 9255 3985 9432 236 324 7187 4066 8387 141 13321 15484 15752 18618 30352 32946 38549 39108 40039 40416 41160 48416
299,22,7506 8279 2240 25203 1930 27733 206 21730 131 28970 12378 7008 33098 33400 34502 42145 46680 46770 47841 49028 49740 49966
300,18,1509 15619 16365 9526 25208 47479 24682 34540 1386 8266 22052 8502 33464 28262 5553 35557 22572 48409
301,31,2463 15204 27601 4672 5049 4281 16041 7535 9682 8563 26022 7151 5424 8108 4347 5225 7858 14205 8265 3681 32216 34541 35558 35608 35835 37537 38185 38328 38742 45980 48437
302,21,19374 3133 16543 8694 3890 341 8387 21412 7430 24011 25390 27654 28315 30869 31507 33362 34137 36648 40135 40278 47884
303,21,30221 13020 30802 8609 30084 18097 14933 10800 18686 7593 30540 3287 11690 30213 11854 20961 31552 32573 40387 45297 49988
304,15,16174 32191 21203 21921 31452 7951 21710 142 37805 35618 39776 31107 22494 31376 31530
305,31,129 8285 14894 3963 12512 2994 12322 163 271 13875 12345 13805 1515 24637 27560 28744 29934 30118 30597 30708 31343 31361 31377 31454 31529 32192 38169 39650 39726 39761 41334
306,21,907 2332 1512 926 7011 803 4168 565 17047 718 7248 14811 2365 3303 30284 33217 33690 33849 35833 40989 44512
307,27,14880 92 20072 9690 19886 235 24570 123 33730 37733 27720 28146 270 39581 20603 41341 347 29114 46336 46491 46564 46574 46732 46741 46752 46757 46760
308,29,4380 14881 23948 355 9575 2380 170 24571 14107 28145 28708 179 31778 348 271 12354 27737 19220 31836 33213 38593 46099 46565 46728 46733 46742 46757 46758 47588
309,28,6156 2026 7216 83 4711 199 124 265 14657 6631 9070 242 14420 9082 230 16256 20595 20612 20725 30152 30465 31332 31997 36924 37426 40456 44402 49639
310,28,162 1737 6630 7096 1297 6742 7008 311 7410 6736 7412 8410 8412 10539 11195 12367 12449 16013 21808 27604 31254 38544 41218 42145 43898 46689 48403 49387
311,19,5571 27799 16014 9198 20358 131 20718 8294 2140 3007 310 10391 10313 10386 12366 33089 43899 46688 48413
312,20,79 926 28538 6930 32979 9489 7393 27810 33255 6467 12040 10373 29098 7094 14591 39921 42155 46373 48458 49352
313,20,15327 2264 30327 19570 12446 39574 251 48466 38531 17879 14954 359 16844 40417 33161 10284 31198 15066 48400 48632
314,20,4223 194 27755 354 7859 252 2376 2993 10313 16274 10973 237 20717 27826 32838 36756 39188 39472 46728 48401
315,26,85 5222 36751 19033 3720 37621 15578 13601 24576 6620 9779 9959 15798 35218 4403 4973 44595 17281 38550 13785 370 37334 32648 152 44676 47885
316,19,28568 7393 10840 349 12110 23622 4020 6990 31243 292 13490 31065 31557 31776 33061 46643 48412 48779 49286
317,28,2263 8284 7801 16361 21248 116 21828 23435 453 16030 8856 9720 4368 8274 161 16274 12688 25241 25860 27764 28274 35531 38170 39830 42033 43101 43994 46043
318,17,1044 21907 13746 152 7665 13278 18346 229 26859 28209 31759 32718 37585 39398 39407 40876 48421
319,29,1670 342 1130 2665 2824 2268 1958 153 4962 2959 5856 7441 7457 8594 8718 9121 13749 17342 18347 21906 23239 27839 27968 28870 30458 33949 37284 39408 48696
320,19,3925 14972 13745 22377 11703 162 23664 10974 23992 24295 25848 27530 27875 28134 29274 29495 36912 37085 46723
321,21,11753 12917 13727 14567 13910 10388 2994 14954 5441 17122 23715 28122 28275 29566 33208 33527 38163 38997 43284 46730 49342
322,19,176 244 12165 11750 12230 163 68 12512 12338 5634 18668 19342 20423 27811 28911 31517 36614 46083 48860
323,27,246 3533 7688 446 366 290 3929 9071 230 9406 10387 12303 13059 13066 13849 14329 14873 14973 18376 20595 32946 33218 37131 46193 47585 48432 49041
324,17,1356 16447 11462 8835 11662 157 17805 7305 7359 19392 39016 39108 39942 40032 42157 48915 49853
325,17,6852 121 7187 12554 31462 36868 290 6365 6824 14281 7309 10389 12303 37834 48691 48692 48693
326,15,34401 14456 36912 8293 299 37959 9440 1870 3244 39086 327 42144 45490 46688 49151
327,31,114 267 154 232 208 312 326 311 293 1623 3251 3252 3371 6736 6743 7008 7101 7488 7561 8411 10313 10373 12235 12366 20471 21465 21912 37205 46689 48429 49388
